Id,EventDate,EventID,RoundNumber,GameID,Condition,Scenario,Length,WinnerFaction,WinnerCCCode,WinnerMeta,WinnerTheme1,WinnerTheme2,WinnerCaster1,WinnerCaster2,WinnerCP,WinnerAPD,OpponentFaction,OpponentCCCode,OpponentMeta,OpponentTheme1,OpponentTheme2,OpponentCaster1,OpponentCaster2,OpponentCP,OpponentAPD
1421,1/27/2018,4e4bc726-98b9-4264-b790-e9e445631830,3,95830cd7-9822-4c3e-94f5-91df67987873,Scenario,,0,Khador,,,,,,,5,67,Protectorate of Menoth,,,,,,,0,5
1422,1/27/2018,4e4bc726-98b9-4264-b790-e9e445631830,3,621070f8-5201-4f5c-b2fe-a3b29befdc00,Scenario,,0,Grymkin,,,,,,,5,56,Mercenaries,,,,,,,0,27
1423,1/27/2018,4e4bc726-98b9-4264-b790-e9e445631830,4,68b8142a-2f26-41d5-8717-b89948bd6584,Assassination,,0,Grymkin,,,,,,,2,15,Cygnar,,,,,,,1,10
1424,1/27/2018,4e4bc726-98b9-4264-b790-e9e445631830,4,ab07cbb0-9024-4018-b233-b126ff9ecf9d,Assassination,,0,Skorne,,,,,,,12,94,Skorne,,,,,,,8,67
1425,1/27/2018,4e4bc726-98b9-4264-b790-e9e445631830,4,c7983107-af9f-438d-8a30-2b0bcc30ab49,Assassination,,0,Khador,,,,,,,1,24,Mercenaries,,,,,,,5,54
1426,1/27/2018,4e4bc726-98b9-4264-b790-e9e445631830,4,eab63107-3525-4b70-a80a-25531333d254,Scenario,,0,Trollbloods,,,,,,,5,45,Trollbloods,,,,,,,0,10
1427,1/27/2018,4e4bc726-98b9-4264-b790-e9e445631830,4,4809095d-52bf-4876-9825-00ef09d785d6,Scenario,,0,Grymkin,,,,,,,0,0,Mercenaries,,,,,,,0,0
1428,1/27/2018,4e4bc726-98b9-4264-b790-e9e445631830,4,14345971-ad0f-4060-8f44-7c713a3098d0,Assassination,,0,Khador,,,,,,,3,61,Trollbloods,,,,,,,2,12
1429,1/27/2018,4e4bc726-98b9-4264-b790-e9e445631830,4,0925123e-5b57-4f16-8736-4abc9360bf50,Assassination,,0,Cryx,,,,,,,2,64,Skorne,,,,,,,0,0
1430,1/27/2018,4e4bc726-98b9-4264-b790-e9e445631830,4,50b56d59-978c-4fb6-b1ca-455bc57d8168,Scenario,,0,Minions,,,,,,,7,28,Mercenaries,,,,,,,2,29
1431,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,1,ed7a8570-1055-4e91-8463-333ae093b0e0,Assassination,,0,Trollbloods,,NSW,,,,,1,10,Skorne,,SA,,,,,0,0
1432,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,1,aded23f0-0c94-4823-ab2b-057058121c5f,Scenario,,0,Mercenaries,,NSW,,,,,11,124,Skorne,,VIC,,,,,4,20
1433,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,1,b18bb0d7-9371-445f-9de5-692d4c8ff5f6,Assassination,,0,Retribution of Scyrah,,NSW,,,,,5,85,Trollbloods,,QLD,,,,,2,18
1434,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,1,0bd6ea49-fb8e-4734-a27b-a73c4f25c76f,Death Clock,,0,Grymkin,,QLD,,,,,1,10,Trollbloods,,ACT,,,,,2,6
1435,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,1,ebc1edd3-537c-4528-b3ee-555fe70067fd,Assassination,,0,Retribution of Scyrah,,QLD,,,,,1,35,Legion of Everblight,,VIC,,,,,3,42
1436,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,1,170ecedf-2ea3-45ef-8c48-7553a082bef2,Death Clock,,0,Minions,,NSW,,,,,7,73,Cygnar,,SA,,,,,2,30
1437,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,1,f19ebf00-5f9d-477d-aeb3-17a166622eab,Death Clock,,0,Legion of Everblight,,TAS,,,,,3,34,Skorne,,QLD,,,,,4,107
1438,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,1,333663cc-c0d5-470d-b43e-356b435528f1,Scenario,,0,Cygnar,,VIC,,,,,8,64,Khador,,SA,,,,,3,8
1439,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,1,e76e59fb-d104-466d-8b14-b0fb5b7bee87,Assassination,,0,Minions,,VIC,,,,,7,57,Protectorate of Menoth,,QLD,,,,,2,23
1440,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,1,85821536-f86a-488e-a34c-d3a9de820052,Death Clock,,0,Minions,,VIC,,,,,1,46,Protectorate of Menoth,,QLD,,,,,5,46
1441,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,1,8ef9fed0-03be-4eb1-809d-13113a11aa93,Scenario,,0,Cryx,,TAS,,,,,8,74,Cygnar,,QLD,,,,,3,54
1442,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,1,ceabd8bf-4ce3-45b3-8b6b-2658f8352ea0,Concession,,0,Grymkin,,VIC,,,,,3,50,Mercenaries,,NSW,,,,,0,0
1443,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,1,aebfeec7-9b5e-4408-bbb4-c07681fb9b49,Scenario,,0,Cygnar,,VIC,,,,,7,111,Retribution of Scyrah,,VIC,,,,,2,12
1444,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,2,f433647e-44b8-4cda-9646-86827ba825dd,Scenario,,0,Skorne,,VIC,,,,,5,0,Retribution of Scyrah,,QLD,,,,,0,10
1445,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,2,3b5ccaad-47b5-4d9e-b393-d3a04457e31c,Scenario,,0,Cryx,,TAS,,,,,5,56,Minions,,VIC,,,,,0,21
1446,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,2,7c0cf0ea-02f1-4dc8-85ad-8699579a105e,Concession,,0,Mercenaries,,NSW,,,,,3,77,Cygnar,,VIC,,,,,0,10
1447,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,2,e9bd6f20-6e61-41ae-a17e-01d9b03c9d24,Assassination,,0,Minions,,NSW,,,,,0,29,Cygnar,,VIC,,,,,1,17
1448,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,2,f4a6eb1a-e678-4394-bdde-c74ee7da9b4b,Scenario,,0,Trollbloods,,NSW,,,,,6,41,Minions,,VIC,,,,,1,83
1449,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,2,960257a1-8d4c-40c8-9247-20f282fa0186,Death Clock,,0,Retribution of Scyrah,,NSW,,,,,0,68,Grymkin,,VIC,,,,,3,59
1450,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,2,d81449d0-829c-416d-9151-1d8e2f0e4552,Scenario,,0,Skorne,,SA,,,,,7,103,Protectorate of Menoth,,QLD,,,,,1,24
1451,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,2,f70b4986-a7c9-4ea6-be36-12897e856517,Death Clock,,0,Legion of Everblight,,TAS,,,,,5,44,Grymkin,,QLD,,,,,2,34
1452,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,2,ca1b6648-3ee6-41cf-a802-38833e273bab,Concession,,0,Legion of Everblight,,VIC,,,,,6,90,Cygnar,,SA,,,,,1,24
1453,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,2,dc1c221b-37e9-4983-aa3b-176b5383a8c6,Assassination,,0,Cygnar,,QLD,,,,,0,32,Protectorate of Menoth,,QLD,,,,,0,0
1454,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,2,d88e2521-4f74-4aa0-be38-9450a932572e,Assassination,,0,Retribution of Scyrah,,VIC,,,,,3,27,Khador,,SA,,,,,1,33
1455,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,2,a8c867de-14c4-402c-8575-634d3f4aff13,Death Clock,,0,Trollbloods,,QLD,,,,,0,0,Trollbloods,,ACT,,,,,2,0
1456,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,3,eab9ab6c-9134-44e6-a670-34fafea52f77,Death Clock,,0,Minions,,NSW,,,,,7,40,Mercenaries,,NSW,,,,,7,40
1457,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,3,06c03b94-fc88-4366-ab72-e122b6f29bf9,Death Clock,,0,Legion of Everblight,,TAS,,,,,7,42,Trollbloods,,NSW,,,,,1,3
1458,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,3,dc3125e5-dcf5-4f83-adfe-9c77c25c54e8,Assassination,,0,Grymkin,,VIC,,,,,4,58,Cygnar,,SA,,,,,5,52
1459,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,3,b2556f5e-658d-4888-8b7c-6f40c0c38e43,Scenario,,0,Cryx,,TAS,,,,,5,26,Retribution of Scyrah,,NSW,,,,,1,15
1460,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,3,5bccd6d9-d66f-407b-b968-784d354e00ad,Scenario,,0,Skorne,,VIC,,,,,5,49,Trollbloods,,QLD,,,,,2,37
1461,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,3,32f0da81-ac53-40d1-a7aa-09d108e02475,Scenario,,0,Cygnar,,VIC,,,,,7,69,Minions,,VIC,,,,,2,58
1462,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,3,9123f8bb-d9c3-4782-8b33-d612c7e76745,Tie Breakers,,0,Cygnar,,VIC,,,,,12,61,Minions,,VIC,,,,,9,73
1463,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,3,2bbce1cb-4299-4fe8-ae36-7db504b41a18,Assassination,,0,Skorne,,QLD,,,,,4,86,Cygnar,,QLD,,,,,1,42
1464,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,3,f85ff6a9-dbbf-48ac-9f44-d78445001f9f,Scenario,,0,Skorne,,SA,,,,,8,9,Retribution of Scyrah,,QLD,,,,,2,22
1465,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,3,0f884755-8bf8-4a09-8a84-436d2ac2b6cc,Assassination,,0,Legion of Everblight,,VIC,,,,,2,81,Retribution of Scyrah,,VIC,,,,,7,16
1466,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,3,736c8222-7364-4f3e-b08a-1d90712aa753,Assassination,,0,Trollbloods,,ACT,,,,,0,16,Protectorate of Menoth,,QLD,,,,,2,0
1467,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,3,11debeb0-9a3b-4c27-bcb1-f97b8d8c40a9,Scenario,,0,Protectorate of Menoth,,QLD,,,,,5,25,Khador,,SA,,,,,0,0
1468,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,4,7f3cc2cd-3e3b-4db9-aee0-761c0c0cf23a,Assassination,,0,Retribution of Scyrah,,NSW,,,,,0,35,Minions,,NSW,,,,,0,0
1469,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,4,5bc42a79-b9b9-4487-9507-5e609b3dd3a4,Scenario,,0,Cygnar,,VIC,,,,,6,86,Cygnar,,VIC,,,,,1,47
1470,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,4,6daf236c-23fe-4b57-9a55-9cc650839c30,Assassination,,0,Cryx,,TAS,,,,,1,21,Legion of Everblight,,TAS,,,,,3,6
1471,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,4,4a79e876-2323-4f2d-bb74-db38139f0369,Assassination,,0,Skorne,,QLD,,,,,0,83,Mercenaries,,NSW,,,,,2,50
1472,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,4,0e6de98a-b4ac-42b6-bdf0-de8513e33514,Assassination,,0,Cygnar,,QLD,,,,,1,78,Minions,,VIC,,,,,0,41
1473,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,4,e2e10909-047b-4e5a-b03e-cf8b905c62d4,Scenario,,0,Skorne,,VIC,,,,,5,40,Trollbloods,,NSW,,,,,0,64
1474,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,4,8c03ec35-e395-4566-9ca4-b366a5203a24,Assassination,,0,Legion of Everblight,,VIC,,,,,2,101,Grymkin,,VIC,,,,,0,81
1475,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,4,88ed40be-29a5-4180-9dfa-ef0cc68a9a68,Tie Breakers,,0,Retribution of Scyrah,,VIC,,,,,2,18,Retribution of Scyrah,,QLD,,,,,1,35
1476,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,4,24f95197-e4fb-446c-9b46-913525336626,Assassination,,0,Trollbloods,,ACT,,,,,0,44,Protectorate of Menoth,,QLD,,,,,0,10
1477,1/25/2018,41b83af6-4e4a-464f-a24b-a253f9e8a08a,4,5d8bd5b3-fdd2-4ace-b47e-a8c09279df48,Concession,,0,Trollbloods,,QLD,,,,,4,62,Minions,,VIC,,,,,1,39
1478,1/25/2018,774bc097-53a6-4d0d-987b-3e4630adb902,1,08477353-1668-46aa-b7e8-34dbd2eb761f,Assassination,,0,Legion of Everblight,,ACT,,,,,0,10,Protectorate of Menoth,,VIC,,,,,0,0
1479,1/25/2018,774bc097-53a6-4d0d-987b-3e4630adb902,1,4440876d-b312-48cc-87eb-80fe5adc10cb,Assassination,,0,Circle Orboros,,VIC,,,,,0,29,Mercenaries,,VIC,,,,,3,62
1480,1/25/2018,774bc097-53a6-4d0d-987b-3e4630adb902,1,4f61d60c-200a-4e81-aaa3-5c78f4de5fe0,Scenario,,0,Trollbloods,,VIC,,,,,5,22,Retribution of Scyrah,,VIC,,,,,0,34
1481,1/25/2018,774bc097-53a6-4d0d-987b-3e4630adb902,1,a0141335-7c08-4e2c-8ef4-0a2b528610f6,Assassination,,0,Trollbloods,,VIC,,,,,7,39,Khador,,VIC,,,,,2,35
1482,1/25/2018,774bc097-53a6-4d0d-987b-3e4630adb902,2,b0bae63a-e948-4d53-978b-04e5ff49a81c,Scenario,,0,Trollbloods,,VIC,,,,,5,5,Circle Orboros,,VIC,,,,,0,0
1483,1/25/2018,774bc097-53a6-4d0d-987b-3e4630adb902,2,61051786-3781-4813-a0b5-ddc57dba287c,Assassination,,0,Trollbloods,,VIC,,,,,0,24,Legion of Everblight,,ACT,,,,,0,0
1484,1/25/2018,774bc097-53a6-4d0d-987b-3e4630adb902,2,8ebaae4f-37bd-4b09-b495-7dd55afb9dd8,Assassination,,0,Protectorate of Menoth,,VIC,,,,,3,47,Khador,,VIC,,,,,4,40
1485,1/25/2018,774bc097-53a6-4d0d-987b-3e4630adb902,2,e4bf471b-57ad-43c4-85b1-d84d8ddee531,Scenario,,0,Retribution of Scyrah,,VIC,,,,,5,74,Mercenaries,,VIC,,,,,0,32
1486,1/25/2018,774bc097-53a6-4d0d-987b-3e4630adb902,3,f0bc2837-0f0a-40f9-be4a-3414e7e03494,Scenario,,0,Mercenaries,,VIC,,,,,7,56,Khador,,VIC,,,,,2,67
1487,1/25/2018,774bc097-53a6-4d0d-987b-3e4630adb902,3,393c624c-b82f-43e3-807e-a84610614eda,Assassination,,0,Retribution of Scyrah,,VIC,,,,,0,10,Legion of Everblight,,ACT,,,,,0,0
1488,1/25/2018,774bc097-53a6-4d0d-987b-3e4630adb902,3,0e77c0b1-c6f1-41f2-b607-4f115421d644,Scenario,,0,Trollbloods,,VIC,,,,,6,15,Trollbloods,,VIC,,,,,1,4
1489,1/25/2018,774bc097-53a6-4d0d-987b-3e4630adb902,3,da74ec7a-4e65-4adb-9362-5a92587fd503,Assassination,,0,Circle Orboros,,VIC,,,,,3,17,Protectorate of Menoth,,VIC,,,,,4,67
1490,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,1,88889043-488e-452f-a9fc-74b1149a259a,Scenario,,0,,,,,,,,5,0,,,NZ,,,,,0,0
1491,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,1,8d10ee87-f6ed-43e3-907a-97db79f8d4a6,Assassination,,0,,,WA,,,,,0,0,,,,,,,,0,0
1492,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,1,8feddd72-1452-4b77-a444-cfe6b9b29036,Death Clock,,0,,,ACT,,,,,0,0,,,,,,,,0,0
1493,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,1,40991576-57ae-4af6-adf5-3ec2e56c76f7,Scenario,,0,,,TAS,,,,,5,0,,,,,,,,0,0
1494,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,1,bca5d125-6dc4-4b12-8d6d-4c2a0941a3be,Death Clock,,0,,,VIC,,,,,0,0,,,,,,,,0,0
1495,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,1,675b7509-8d2e-421c-a995-7d3c11a1d60b,Death Clock,,0,,,QLD,,,,,0,0,,,,,,,,0,0
1496,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,1,3319d1b4-6007-4436-940e-fd00594d37c2,Assassination,,0,,,,,,,,3,0,,,NSW,,,,,0,0
1497,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,1,8e761862-4664-40e6-82f9-dbe5ebfdd7ef,Death Clock,,0,,,,,,,,0,0,,,,,,,,0,0
1498,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,1,28623747-bebe-4d4d-b05d-f9e99ad02465,Scenario,,0,,,,,,,,5,0,,,,,,,,0,0
1499,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,1,9a2faba7-647c-4adb-92aa-5d01e8db1048,Scenario,,0,,,,,,,,5,0,,,,,,,,0,0
1500,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,1,2bb420bf-5f4e-4cfc-b702-bff463ee32bd,Tie Breakers,,0,,,,,,,,0,0,,,,,,,,0,0
1501,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,1,4579365c-a103-4392-a332-324bf5f45f5c,Assassination,,0,,,,,,,,0,0,,,,,,,,0,0
1502,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,1,f6fbadc1-8eae-4367-a1a8-b433ccc2e192,Tie Breakers,,0,,,,,,,,0,0,,,,,,,,0,0
1503,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,1,35d97c58-e73e-4eb0-a4a5-52627fe92e12,Tie Breakers,,0,,,,,,,,0,0,,,,,,,,0,0
1504,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,1,10d091ea-e409-44ce-8738-c0be4238bcb9,Assassination,,0,,,,,,,,0,0,,,,,,,,0,0
1505,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,1,31679e2b-6e43-4176-b166-0243cf486204,Tie Breakers,,0,,,,,,,,0,0,,,,,,,,0,0
1506,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,1,4439457c-40ab-4a98-8978-77e5f26c0861,Assassination,,0,,,,,,,,0,0,,,,,,,,0,0
1507,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,1,1162ce6e-9a5a-469c-a307-a2d0b8f91b21,Tie Breakers,,0,,,,,,,,0,0,,,,,,,,0,0
1508,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,1,2739ddf8-9d9d-4588-8eab-452c4bbdd211,Tie Breakers,,0,,,,,,,,0,0,,,,,,,,0,0
1509,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,1,04915860-0174-4e86-868a-52d19ab5efb1,Assassination,,0,,,,,,,,0,0,,,,,,,,0,0
1510,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,1,15ac080d-fe1e-4d25-a3d2-2f4543e9621a,Assassination,,0,,,,,,,,0,0,,,,,,,,0,0
1511,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,1,47cf6015-9301-4bcc-affb-65f77fa0ed38,Scenario,,0,,,,,,,,5,0,,,,,,,,0,0
1512,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,1,b8c9cc2b-e85d-4b7b-85b0-1a578340280b,Assassination,,0,,,,,,,,0,0,,,,,,,,0,0
1513,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,1,77381cfd-5aca-490b-a85d-3e29a2386390,Scenario,,0,,,,,,,,5,0,,,,,,,,0,0
1514,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,1,5a5a1f63-988e-45b9-85df-361187ebbbfa,Scenario,,0,,,,,,,,5,0,,,,,,,,0,0
1515,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,1,22aefd3e-c5bf-490d-9efa-663e698d686c,Tie Breakers,,0,,,,,,,,0,0,,,,,,,,0,0
1516,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,1,6a3f0ae5-b947-4a8f-a78e-b411baf63696,Death Clock,,0,,,,,,,,0,0,,,,,,,,0,0
1517,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,1,ad64ea58-391a-4a7d-9416-47dc9a866092,Tie Breakers,,0,,,,,,,,0,0,,,,,,,,0,0
1518,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,1,dfcfab5f-c356-4054-915c-64354bce422c,Assassination,,0,,,,,,,,0,0,,,,,,,,0,0
1519,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,1,04da5f71-f7e2-4987-ae96-3aace00112f0,Scenario,,0,,,,,,,,5,0,,,,,,,,0,0
1520,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,1,593d2279-d99d-4dad-bb86-10aa13247822,Tie Breakers,,0,,,,,,,,0,0,,,,,,,,0,0
1521,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,1,c71642c8-f09a-4555-b10e-7540eb3eb3ec,Tie Breakers,,0,,,,,,,,0,0,,,,,,,,0,0
1522,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,1,0bbb3c72-4c83-4015-abb8-d25956b0272d,Scenario,,0,,,,,,,,5,0,,,,,,,,0,0
1523,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,1,1254743b-8484-4029-a612-a1e41b2e495c,Assassination,,0,,,,,,,,0,0,,,,,,,,0,0
1524,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,1,d3e09d19-42a8-40a8-9b9d-133cfde69b6d,Assassination,,0,,,,,,,,0,0,,,,,,,,0,0
1525,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,1,7f4aa38e-5f32-4441-adcb-7d0cecc9f0d9,Tie Breakers,,0,,,,,,,,0,0,,,,,,,,0,0
1526,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,2,3b5e6b7e-dfd6-4b23-875f-58201516a344,Tie Breakers,,0,,,,,,,,3,0,,,,,,,,0,0
1527,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,2,78dcd9ce-1c99-4bfb-86f5-54436af58b16,Scenario,,0,,,QLD,,,,,5,0,,,,,,,,0,0
1528,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,2,70752d59-641e-499b-925f-0a9f566c7b03,Scenario,,0,,,,,,,,5,0,,,,,,,,0,0
1529,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,2,d0739977-e6ac-4992-b35a-d0e4f871ae84,Assassination,,0,,,,,,,,0,0,,,,,,,,0,0
1530,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,2,59e3fb50-6e75-4575-b5ee-c802130be0e5,Assassination,,0,,,TAS,,,,,0,0,,,,,,,,0,0
1531,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,2,8fd62a9d-205a-4141-ae5b-3438f741ed78,Scenario,,0,,,,,,,,5,0,,,,,,,,0,0
1532,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,2,e905f1f5-9280-4715-81a6-5e09f7c886b2,Assassination,,0,,,,,,,,0,0,,,,,,,,0,0
1533,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,2,784e80de-c3b0-40d4-a206-c0072ccf4987,Assassination,,0,,,,,,,,0,0,,,,,,,,0,0
1534,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,2,6866b6dc-a4fd-402d-beb6-247894aabd97,Assassination,,0,,,WA,,,,,0,0,,,,,,,,0,0
1535,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,2,2ec9e8c0-585a-40f1-baff-e43bef3e3860,Scenario,,0,,,,,,,,5,0,,,,,,,,0,0
1536,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,2,f6d8834a-b0a7-440a-96eb-3bd3a9e441dc,Scenario,,0,,,,,,,,5,0,,,,,,,,0,0
1537,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,2,8cb52cca-cafe-4398-8dc0-673a763c319d,Scenario,,0,,,,,,,,5,0,,,,,,,,0,0
1538,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,2,d1eb8eeb-eec3-4ad2-9ce8-d955fa98cfc6,Tie Breakers,,0,,,,,,,,0,0,,,,,,,,0,0
1539,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,2,d04c6314-ebcf-408a-9a0e-3ebb99e73c24,Assassination,,0,,,,,,,,0,0,,,,,,,,0,0
1540,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,2,df4ee4bc-bf9d-4aa3-a4f3-030f3b516a24,Scenario,,0,,,VIC,,,,,5,0,,,,,,,,0,0
1541,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,2,df3e0a5f-091a-4993-b581-b3a3c3a57937,Scenario,,0,,,,,,,,5,0,,,,,,,,0,0
1542,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,2,45f7edd1-a323-4bbc-9016-5f9055f7cb9a,Scenario,,0,,,,,,,,5,0,,,,,,,,0,0
1543,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,2,84d070d6-bd09-4050-8554-93690d4558e7,Assassination,,0,,,,,,,,0,0,,,,,,,,0,0
1544,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,2,51e3738b-9da1-45a8-8f88-0f5bb7b06d75,Scenario,,0,,,ACT,,,,,5,0,,,,,,,,0,0
1545,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,2,e1e5f105-fa5e-4476-809a-e72499d2afa2,Assassination,,0,,,,,,,,0,0,,,,,,,,0,0
1546,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,2,e7805727-1ce3-4437-b1c8-222ee4ab036b,Assassination,,0,,,,,,,,0,0,,,,,,,,0,0
1547,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,2,37f9afcd-408a-4073-b938-55f37dbb987e,Assassination,,0,,,,,,,,0,0,,,,,,,,0,0
1548,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,2,22c4d2c9-bde5-4771-b45c-cd740f8b522e,Scenario,,0,,,,,,,,5,0,,,,,,,,0,0
1549,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,2,afb5a812-33c2-4a01-9844-13c70b228a13,Assassination,,0,,,,,,,,0,0,,,,,,,,0,0
1550,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,2,3bded74b-987b-464d-a646-8ba6127f7ac3,Assassination,,0,,,,,,,,0,0,,,,,,,,0,0
1551,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,2,6662fce5-2ade-4c49-8d2f-0c57b10e462f,Scenario,,0,,,,,,,,5,0,,,,,,,,0,0
1552,1/26/2018,c194cb55-15c3-416a-ae52-57a3844007d1,2,86b31660-16af-414b-a87b-3052def7b33c,Assassination,,0,,,,,,,,0,0,,,,,,,,0,0
